condition,mode,snr_db,noise_seed,metric,n_rows,n_records,n_patients,n_noise_bases,n_finite,n_null,n_positive_inf,n_negative_inf,n_anomalous,unit,min,p05,p25,median,p75,p95,max,mean,sd
S_00,S_00,5,101,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,2.3836907367928526,2.5060957916499036,2.5746906696543643,2.620851396536681,2.6694396846578003,2.7413802804401337,2.866450941955811,2.621177504689186,0.07145607188584001
S_00,S_00,5,101,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,4.999999864819402,4.9999998762359485,4.9999998830306485,4.999999888178753,4.999999892986126,4.99999990020734,4.999999911150824,4.999999888115443,7.3291110743513854e-09
S_00,S_00,5,101,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_00,S_00,5,101,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.42239642570868946,0.4384481019621269,0.4472478190077487,0.45309166929761857,0.45917618532548204,0.4680617510051545,0.48316159683490906,0.453059083255639,0.0089997629152477
S_00,S_00,5,202,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,7.339936308673808,7.502925727274308,7.568341177752054,7.618382147089752,7.66764503833922,7.743813030650661,7.888618673502136,7.619394853845946,0.07373285371687946
S_00,S_00,5,202,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,2.3399364203991775,2.5029258371445047,2.5683412918814934,2.618382262590687,2.6676451486127988,2.7438131425041723,2.8886187815912083,2.6193949657890934,0.07373285364340186
S_00,S_00,5,202,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,4.999999866076765,4.999999876163071,4.999999883548783,4.999999888000792,4.999999892765713,4.999999900128956,4.999999911561904,4.99999988805683,7.131100148702186e-09
S_00,S_00,5,202,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_00,S_00,5,202,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.41654725122572195,0.4380378899310759,0.44643947696019454,0.4527814071873097,0.4589527012217266,0.46835929279127286,0.4857933431708976,0.45282981795155913,0.009279415363629893
S_00,S_00,5,303,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,7.385507221051605,7.5018838728597705,7.574022985840987,7.619601118724797,7.669025133612014,7.743608137536972,7.8651698286662395,7.620743469385866,0.07272935173581271
S_00,S_00,5,303,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,2.385507324530535,2.5018839885347774,2.574023098169973,2.619601229353753,2.669025241602278,2.7436082495457446,2.8651699394520462,2.6207435811360957,0.07272935164326509
S_00,S_00,5,303,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,4.999999859472236,4.999999876185799,4.999999883315031,4.999999888209827,4.9999998933770105,4.999999900298995,4.999999912347483,4.999999888249749,7.385610179974276e-09
S_00,S_00,5,303,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_00,S_00,5,303,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.4226373401218886,0.4379032231007158,0.4471627735221958,0.4529347981326827,0.45912515545379323,0.4683343618209105,0.4830099476975285,0.45300179532421,0.00915696870653
S_00,S_00,5,404,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,7.380377781679518,7.503044174381559,7.569494144736343,7.619877070647908,7.6690200549224254,7.740406127795869,7.86823751435398,7.62035460765718,0.07329399621390909
S_00,S_00,5,404,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,2.380377902067689,2.5030442924211598,2.56949426340968,2.6198771852285074,2.6690201665813964,2.7404062403246816,2.8682376162733227,2.6203547194953196,0.07329399602598684
S_00,S_00,5,404,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,4.9999998663163385,4.999999876241946,4.999999883219703,4.999999888201331,4.9999998932328245,4.999999899926015,4.999999913837516,4.999999888161837,7.298416867277284e-09
S_00,S_00,5,404,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_00,S_00,5,404,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.4219553379548042,0.43805330709845103,0.44658569895085287,0.4529692099169199,0.4591242477183718,0.4679432406443841,0.48337463952783516,0.4529516227232325,0.009228621821358175
S_00,S_00,5,505,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,7.37647375502797,7.499782824564452,7.569082995690291,7.620178207063108,7.667725846909685,7.736690939551352,7.8942116096184245,7.619160906758104,0.07243159263644632
S_00,S_00,5,505,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,2.3764738581200446,2.4997829318108504,2.569083110904769,2.6201783303487236,2.6677259610494124,2.7366910499078494,2.89421172391663,2.619161018853444,0.07243159279384787
S_00,S_00,5,505,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,4.999999863195732,4.999999875776207,4.9999998829099255,4.999999887851687,4.999999892771472,4.999999900161118,4.9999999111752045,4.999999887904637,7.427699355707874e-09
S_00,S_00,5,505,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_00,S_00,5,505,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.4214348022224715,0.43763119065427075,0.44653345767644015,0.453007313371213,0.45896293105531955,0.46748660590244945,0.4864550083654724,0.4528030527738501,0.009124064525594923
S_00,S_00,5,8128,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,7.401953114274961,7.505512959909313,7.571076452262982,7.61886678150032,7.666310704759001,7.733332077654322,7.878875771652637,7.619247890258923,0.06957982020286707
S_00,S_00,5,8128,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,2.401953228662283,2.505513072875493,2.5710765575718177,2.6188668961239014,2.666310823315184,2.7333321827394945,2.8788758944336665,2.619248002281154,0.06957982014487356
S_00,S_00,5,8128,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,4.999999857140092,4.999999876282311,4.999999883040567,4.999999887765689,4.999999893042377,4.999999899689764,4.999999911824254,4.999999887977745,7.232919295444836e-09
S_00,S_00,5,8128,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_00,S_00,5,8128,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.42481906774747713,0.43837241613410904,0.44678791825175934,0.4528418150658145,0.45878627939200467,0.4670743791166141,0.48463836461170373,0.4528198855575955,0.008764049481836218
S_00,S_00,10,101,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,12.383690795173148,12.506095866444454,12.574690735274759,12.620851447235907,12.669439734674668,12.74138033467338,12.866450981313047,12.621177563395582,0.07145607155590938
S_00,S_00,10,101,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,2.383690737447518,2.5060958001609284,2.574690673185682,2.6208513926153607,2.6694396724536813,2.741380274951255,2.8664509408888152,2.621177504925555,0.07145607144844297
S_00,S_00,10,101,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,10.00000002671851,10.000000044120378,10.000000052545879,10.000000058458781,10.000000064374312,10.000000072884488,10.000000092746468,10.000000058470027,8.937351743817496e-09
S_00,S_00,10,101,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_00,S_00,10,101,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.4223964257957586,0.4384481030626179,0.44724781945718867,0.4530916688038009,0.45917618380571923,0.4680617503328556,0.48316159670792974,0.45305908328631583,0.00899976285906966
S_00,S_00,10,202,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,12.339936499716625,12.502925902035363,12.568341332775208,12.618382326712961,12.667645219752263,12.743813204710477,12.888618840707167,12.619395024576423,0.07373285399432164
S_00,S_00,10,202,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,2.3399364401326035,2.502925842197329,2.568341281956667,2.618382266724577,2.667645148634645,2.7438131415017266,2.888618774174266,2.619394965889904,0.07373285409363838
S_00,S_00,10,202,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,10.00000003214831,10.00000004387738,10.00000005240446,10.00000005855525,10.000000064947015,10.000000073904316,10.000000092176155,10.000000058686519,9.13053311922747e-09
S_00,S_00,10,202,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_00,S_00,10,202,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.4165472538768083,0.43803789058488685,0.44643947569515385,0.45278140770818837,0.4589527012244469,0.46835929266852605,0.48579334229272825,0.4528298179632995,0.009279415419891017
S_00,S_00,10,303,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,12.38550738877599,12.501884039422237,12.574023143123972,12.619601287874852,12.66902527658261,12.743608330318787,12.865170007207068,12.620743639272819,0.07272935185425068
S_00,S_00,10,303,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,2.3855073245290352,2.5018839942197113,2.5740230864769673,2.6196012277352745,2.6690252295811403,2.7436082601732616,2.8651699407340745,2.6207435808778357,0.07272935188599963
S_00,S_00,10,303,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,10.000000026822757,10.000000043365226,10.000000052495173,10.000000058521934,10.000000064553827,10.00000007302967,10.000000087206294,10.000000058394983,8.919312104992438e-09
S_00,S_00,10,303,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_00,S_00,10,303,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.42263734012168924,0.4379032238365016,0.44716277203372556,0.452934797928822,0.45912515395667075,0.4683343631219195,0.48300994785014284,0.453001795291171,0.009156968737546066
S_00,S_00,10,404,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,12.38037798652162,12.503044327839303,12.56949430326339,12.619877228183615,12.669020202333764,12.740406306899095,12.868237685223562,12.620354777467046,0.07329399573070766
S_00,S_00,10,404,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,2.380377912376336,2.503044280479696,2.569494252464433,2.619877180457127,2.6690201580682773,2.7404062384262775,2.8682376335362596,2.620354719379101,0.07329399619287998
S_00,S_00,10,404,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,10.000000030038743,10.000000043503416,10.000000051702546,10.000000058145403,10.000000064060362,10.000000073124419,10.000000087530651,10.000000058087945,8.898082981527419e-09
S_00,S_00,10,404,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_00,S_00,10,404,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.42195533932688195,0.4380533055533155,0.4465856975561172,0.4529692093159447,0.4591242466581383,0.46794324041182367,0.483374641581389,0.4529516227082459,0.00922862184136238
S_00,S_00,10,505,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,12.376473908175162,12.499783004093738,12.56908317996989,12.620178369924764,12.66772601060541,12.736691119846778,12.894211771743453,12.61916107715039,0.07243159269416834
S_00,S_00,10,505,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,2.3764738519374005,2.4997829387617125,2.5690831167335584,2.6201783257305715,2.6677259560256044,2.7366910548752856,2.8942117264994947,2.6191610187666368,0.07243159269689618
S_00,S_00,10,505,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,10.000000023006848,10.000000044053161,10.000000052439592,10.000000058201278,10.000000064412394,10.000000072793956,10.000000091411287,10.000000058383755,8.910116468766675e-09
S_00,S_00,10,505,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_00,S_00,10,505,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.4214348013988223,0.4376311915543441,0.4465334584192627,0.45300731278956674,0.4589629304294499,0.4674866065115448,0.48645500867089114,0.4528030527631251,0.009124064511950266
S_00,S_00,10,8128,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,12.401953299183885,12.505513119259781,12.571076611731403,12.618866957222195,12.666310876179372,12.733332221412448,12.878875934712589,12.619248060996572,0.06957982016883235
S_00,S_00,10,8128,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,2.401953239953275,2.505513062226874,2.571076547370276,2.6188668950913927,2.66631083577657,2.7333321736576885,2.8788758880748997,2.619248002500803,0.06957982035814175
S_00,S_00,10,8128,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,10.00000002375071,10.000000043613296,10.000000052586685,10.000000058470508,10.000000064646848,10.000000073423168,10.000000088844667,10.000000058495772,9.010827732713122e-09
S_00,S_00,10,8128,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_00,S_00,10,8128,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.4248190692428595,0.43837241475703903,0.44678791695226827,0.45284181493573034,0.45878628094492635,0.4670743780021788,0.48463836385713177,0.4528198855848342,0.00876404950924444
S_01,S_01,0,101,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.3995966566558906,1.5374354976073514,1.5968214178574809,1.6357653623319712,1.677480129176274,1.7393688838274424,1.8297572145064989,1.6371540835840883,0.060991232889572554
S_01,S_01,0,101,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.3995966442729415,1.5374354988647867,1.5968214171004447,1.635765368746072,1.6774801252118738,1.7393688808512675,1.8297572163036637,1.6371540834421079,0.060991232902993305
S_01,S_01,0,101,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,-2.152066179281617e-08,-8.853458511994472e-09,-3.48592518071076e-09,6.335776104328827e-11,3.8877852643166005e-09,9.396683200181501e-09,2.2651567073548964e-08,1.419598448946081e-10,5.524597275160362e-09
S_01,S_01,0,101,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_01,S_01,0,101,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.27549756522865865,0.29813101598334873,0.3076638105534323,0.31384386555081756,0.3204032856072637,0.33001913172689645,0.34381879074686283,0.313995763482278,0.009631866569466475
S_01,S_01,0,202,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.4160371399878693,1.537840885815371,1.5962002861300872,1.632951577834039,1.677700980697511,1.7374080623833406,1.8721535259625819,1.6356614923916415,0.06122763923319488
S_01,S_01,0,202,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.4160371346992606,1.5378408839223112,1.5962002869518388,1.632951582054,1.6777009743117264,1.737408063417019,1.8721535234857611,1.6356614923463395,0.06122763932247786
S_01,S_01,0,202,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,-2.1554276319811988e-08,-8.756573640210085e-09,-3.625347404857318e-09,1.1220817967922436e-10,3.7017570939882202e-09,9.005616638732588e-09,2.0005803533518215e-08,4.52817277094099e-11,5.453764994392877e-09
S_01,S_01,0,202,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_01,S_01,0,202,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.2782348550539887,0.2981965170715396,0.3075665445358621,0.3133990947222135,0.3204372989820503,0.32971704327708035,0.3501927385761022,0.31375944372974013,0.009669702514407597
S_01,S_01,0,303,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.434071963193615,1.5422316234417335,1.596225509626853,1.6362680457765635,1.6792492318507302,1.7423493309853624,1.8372876446711048,1.6378720256356263,0.06119651429967552
S_01,S_01,0,303,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.4340719653498992,1.5422316303916395,1.596225499250941,1.6362680487814398,1.6792492337595617,1.7423493270584245,1.837287640172657,1.637872025473632,0.06119651433469128
S_01,S_01,0,303,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,-1.699399533626574e-08,-8.659666420138652e-09,-3.5619496241712444e-09,7.270257635777664e-11,3.9173467227772264e-09,9.380308485887458e-09,1.7573281723696935e-08,1.6197418685251962e-10,5.534977157052713e-09
S_01,S_01,0,303,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_01,S_01,0,303,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.2812257746531999,0.2989058838855845,0.3075684369277554,0.3139231795695019,0.3206798029994401,0.3304782852210439,0.3449556879134451,0.3141087440894767,0.009653978501113086
S_01,S_01,0,404,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.4499622380845318,1.5371794118575635,1.5981312394761105,1.6388203938742025,1.6809029302048377,1.740414223471533,1.8478578544144857,1.6391690312655827,0.061858532908746565
S_01,S_01,0,404,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.4499622352751549,1.5371794114534227,1.59813123682709,1.6388203959879308,1.6809029339353092,1.7404142221287853,1.847857856764672,1.639169031250382,0.06185853281994906
S_01,S_01,0,404,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,-1.8747491764217954e-08,-9.352852584300207e-09,-3.6244294856493274e-09,-6.636959680417051e-11,3.795814219848506e-09,9.260878650931575e-09,2.1156698465243995e-08,1.5180430181025826e-11,5.6216712659619e-09
S_01,S_01,0,404,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_01,S_01,0,404,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.2838514301667691,0.2980906702778912,0.30787281802349353,0.31432623908821494,0.3209378511593929,0.33018072625681777,0.3465480616815555,0.3143120290064729,0.009764995656877825
S_01,S_01,0,505,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.4406412157850075,1.5352963743819361,1.5935274311064838,1.6331750669387244,1.676004861089354,1.738408477365294,1.8581101077373694,1.6352124217421213,0.06181497588678792
S_01,S_01,0,505,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.4406412077539008,1.5352963713153673,1.5935274313277021,1.633175068529301,1.6760048616030012,1.7384084774215411,1.8581101062815162,1.6352124217079775,0.06181497588417681
S_01,S_01,0,505,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,-1.795784883974774e-08,-9.581713577670174e-09,-3.6283779244644307e-09,1.2138616634189624e-10,3.708299091515721e-09,9.04932323813938e-09,2.011922290797293e-08,3.4123547612970224e-11,5.577903621650165e-09
S_01,S_01,0,505,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_01,S_01,0,505,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.2823121024288963,0.2977855958528012,0.30713853195863494,0.3134343503694884,0.3201727055114129,0.32987012111367514,0.3480893324389617,0.31368718102077775,0.009760633567275924
S_01,S_01,0,8128,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.4556046265518316,1.539999430068684,1.5932523629311541,1.6355127169967218,1.6764759110816139,1.7361869993443964,1.8841113945172134,1.6359331153826613,0.06002383096370686
S_01,S_01,0,8128,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.455604628105347,1.539999424444949,1.5932523737623532,1.6355127129192182,1.676475907105661,1.7361869971127992,1.8841113963970881,1.635933115595477,0.06002383099547475
S_01,S_01,0,8128,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,-1.768838874331785e-08,-9.231773435454711e-09,-3.9125373841487816e-09,-1.1126747823847658e-10,3.450417194131394e-09,8.776810034399122e-09,1.8319156228859885e-08,-2.128356502181249e-10,5.5276759948498784e-09
S_01,S_01,0,8128,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_01,S_01,0,8128,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.2847844091671715,0.2985449319204268,0.30709393644673233,0.31380411393841035,0.32024738390270013,0.32952933975769666,0.3519805601247275,0.31380502885637185,0.009475940719905955
S_01,S_01,5,101,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,6.39959653242549,6.537435386478427,6.596821306399741,6.635765253981816,6.677480022568065,6.739368769959484,6.829757104950133,6.637153971512976,0.06099123320890165
S_01,S_01,5,101,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.399596641345051,1.5374354983289462,1.5968214144677058,1.6357653680427564,1.677480127737205,1.7393688800796665,1.8297572189372127,1.6371540834817102,0.060991232963625915
S_01,S_01,5,101,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,4.999999865595914,4.999999876024554,4.999999883110458,4.999999887925506,4.999999893090242,4.999999900062383,4.999999914083782,4.999999888031252,7.3306964130410545e-09
S_01,S_01,5,101,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_01,S_01,5,101,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.27549756474021964,0.2981310158967488,0.30766381013372995,0.313843865439698,0.3204032860024333,0.33001913160786217,0.34381879114476926,0.31399576348840075,0.009631866578590685
S_01,S_01,5,202,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,6.416037014719001,6.537840777049466,6.59620016892225,6.632951468482245,6.6777008612491215,6.737407955019888,6.872153421582935,6.635661380430582,0.06122763959082096
S_01,S_01,5,202,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.4160371301726218,1.5378408845917801,1.5962002880155952,1.6329515842228075,1.677700971043147,1.7374080656494482,1.8721535285110902,1.6356614924579314,0.0612276394339346
S_01,S_01,5,202,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,4.99999986368251,4.9999998761720335,4.999999883231724,4.999999888132888,4.99999989257615,4.999999899798739,4.9999999096162036,4.999999887972637,7.186692615316552e-09
S_01,S_01,5,202,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_01,S_01,5,202,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.2782348543016949,0.2981965171797154,0.3075665447054654,0.3133990950650912,0.32043729847059993,0.32971704362162313,0.3501927393280103,0.31375944374712456,0.009669702531863092
S_01,S_01,5,303,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,6.434071856877513,6.54223152207459,6.596225390494916,6.6362679345279405,6.679249116302042,6.74234922528458,6.837287523674424,6.637871913685692,0.061196514260743164
S_01,S_01,5,303,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.4340719599679221,1.542231634894345,1.5962254966602965,1.6362680472951598,1.6792492285639442,1.7423493302130404,1.8372876360586485,1.6378720254222034,0.06119651427051393
S_01,S_01,5,303,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,4.999999860298963,4.999999876022326,4.999999883370924,4.999999888531361,4.999999893423455,4.999999900081904,4.999999916525083,4.999999888263474,7.3243451185723214e-09
S_01,S_01,5,303,q_clean,2158,2158,1877,1,2158,0,0,0,0,fraction,2.4953678499437863e-08,3.094664264734455e-07,7.81988307767661e-07,1.1973709964185677e-06,1.7405169328016194e-06,3.06380336100274e-06,1.1905967552934596e-05,1.3662119222710647e-06,8.896300041519708e-07
S_01,S_01,5,303,q_noise,2158,2158,1877,1,2158,0,0,0,0,fraction,0.28122577376246166,0.29890588461246514,0.30756843651470067,0.31392317933471375,0.32067980218188064,0.3304782857073771,0.34495568729293113,0.3141087440814964,0.009653978491250699
S_01,S_01,5,404,snr_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,6.449962108494837,6.537179300918527,6.5981311192338445,6.638820279658337,6.68090281589572,6.740414108198084,6.847857744169586,6.639168919435791,0.06185853281231639
S_01,S_01,5,404,delta_p_db,2158,2158,1877,1,2158,0,0,0,0,dB,1.4499622330753825,1.5371794173076827,1.598131237814902,1.6388203915877395,1.6809029317003903,1.7404142228641242,1.847857853819193,1.6391690313288323,0.06185853285450997
S_01,S_01,5,404,actual_total_snr_db,2158,2158,1877,1,2158,0,0,0,0,dB,4.999999864182448,4.999999876112742,4.99999988322471,4.999999887971546,4.999999893144508,4.999999899969636,4.999999915837302,4.999999888106944,7.305429613687062e-09
