case_id,condition,mode,snr_db,noise_seed,n_records,final_input_sha256,expected_input_sha256,final_hash_verified,clean_array_sha256,noise_file_sha256,old_q_noise_mismatch_max_abs_error,old_q_input_mismatch_max_abs_error,old_total_snr_mismatch_max_abs_error,identity_mismatch_max_abs_error
S_04__snr_10__noise_303,S_04,S_04,10,303,2158,5ce15d0a8232c8fef08a852321ceb25c0af43b98d9f1a43463afa31884d11270,5ce15d0a8232c8fef08a852321ceb25c0af43b98d9f1a43463afa31884d11270,True,a8d302b6d0b6e62b539ce05c00e740ac2d1450844afe3f861adb2ac5780bd70c,b9f652b0118957b55f6801102beef515f20bdd36044b5608f8353483a8858c02,5.551115123125783e-17,9.71445146547012e-17,5.329070518200751e-15,1.652011860642233e-13
E__snr_10__noise_404,E,,10,404,2158,fc7501548d880b83095d2309ef6e16796d4f009b3847b4e6d2f1d864bc9dfca1,fc7501548d880b83095d2309ef6e16796d4f009b3847b4e6d2f1d864bc9dfca1,True,a8d302b6d0b6e62b539ce05c00e740ac2d1450844afe3f861adb2ac5780bd70c,3ecb1fa9eec25d23e26ba589e96d8c7e17183719e988befdac59c63d8117066c,7.888609052210118e-31,8.470329472543003e-22,5.329070518200751e-15,1.1723955140041653e-13
I__snr_10__noise_404,I,,10,404,2158,dc05ef41e573ddcb91f35d3658be71e2bf841c76403c1d5b67bfc07df3cf6cf9,dc05ef41e573ddcb91f35d3658be71e2bf841c76403c1d5b67bfc07df3cf6cf9,True,a8d302b6d0b6e62b539ce05c00e740ac2d1450844afe3f861adb2ac5780bd70c,e82ba1f043d26993e5a48c31e1b3e22b191ea5c1b9a5a16adca120ac5c276797,5.551115123125783e-17,9.71445146547012e-17,5.329070518200751e-15,1.1901590823981678e-13
S_00__snr_10__noise_404,S_00,S_00,10,404,2158,f54cf2b8ac4a90a307c2babe36bc41ebbd493435128ba08bec19126e2416f4eb,f54cf2b8ac4a90a307c2babe36bc41ebbd493435128ba08bec19126e2416f4eb,True,a8d302b6d0b6e62b539ce05c00e740ac2d1450844afe3f861adb2ac5780bd70c,3ecb1fa9eec25d23e26ba589e96d8c7e17183719e988befdac59c63d8117066c,5.551115123125783e-17,9.71445146547012e-17,5.329070518200751e-15,1.5276668818842154e-13
S_01__snr_10__noise_404,S_01,S_01,10,404,2158,4eae76946baf0502be04955e4c5aedfb3e37285a5ed019bea2953adb5dbe910a,4eae76946baf0502be04955e4c5aedfb3e37285a5ed019bea2953adb5dbe910a,True,a8d302b6d0b6e62b539ce05c00e740ac2d1450844afe3f861adb2ac5780bd70c,3ecb1fa9eec25d23e26ba589e96d8c7e17183719e988befdac59c63d8117066c,5.551115123125783e-17,9.71445146547012e-17,5.329070518200751e-15,1.1191048088221578e-13
S_02__snr_10__noise_404,S_02,S_02,10,404,2158,814784add824dc063c5ae725fa8b1f0f6121c13f435c2b7d7b621d4688c1b4dc,814784add824dc063c5ae725fa8b1f0f6121c13f435c2b7d7b621d4688c1b4dc,True,a8d302b6d0b6e62b539ce05c00e740ac2d1450844afe3f861adb2ac5780bd70c,3ecb1fa9eec25d23e26ba589e96d8c7e17183719e988befdac59c63d8117066c,8.326672684688674e-17,9.71445146547012e-17,5.329070518200751e-15,1.0658141036401503e-13
S_03__snr_10__noise_404,S_03,S_03,10,404,2158,2a10a8b3fd0cb04652a69d668e449ccfb61555726c17c9d8d0beb1a790d80db5,2a10a8b3fd0cb04652a69d668e449ccfb61555726c17c9d8d0beb1a790d80db5,True,a8d302b6d0b6e62b539ce05c00e740ac2d1450844afe3f861adb2ac5780bd70c,3ecb1fa9eec25d23e26ba589e96d8c7e17183719e988befdac59c63d8117066c,0.0,9.71445146547012e-17,5.329070518200751e-15,2.0250467969162855e-13
S_04__snr_10__noise_404,S_04,S_04,10,404,2158,dab1aa5d5f63bed3b7ea580224629522d2ae589f4538c6f4df54dbdb31b803a0,dab1aa5d5f63bed3b7ea580224629522d2ae589f4538c6f4df54dbdb31b803a0,True,a8d302b6d0b6e62b539ce05c00e740ac2d1450844afe3f861adb2ac5780bd70c,3ecb1fa9eec25d23e26ba589e96d8c7e17183719e988befdac59c63d8117066c,5.551115123125783e-17,9.71445146547012e-17,5.329070518200751e-15,1.580957587066223e-13
E__snr_10__noise_505,E,,10,505,2158,c22add93be122130704cd51011c6203d71a117fed08f0ca09cfe5b2231db026f,c22add93be122130704cd51011c6203d71a117fed08f0ca09cfe5b2231db026f,True,a8d302b6d0b6e62b539ce05c00e740ac2d1450844afe3f861adb2ac5780bd70c,9e79af8cba0049d73d4f0c1085a5bebc0bf7e147a2da8180a78db483305ff608,7.888609052210118e-31,1.6940658945086007e-21,5.329070518200751e-15,1.0658141036401503e-13
I__snr_10__noise_505,I,,10,505,2158,40f2f74bd5618065dc046256d7aaf6013feb004c515e5cce69c08aa92797d386,40f2f74bd5618065dc046256d7aaf6013feb004c515e5cce69c08aa92797d386,True,a8d302b6d0b6e62b539ce05c00e740ac2d1450844afe3f861adb2ac5780bd70c,89dd82d390a27962d3a33da1395e0dd9f6a5907f854c71ebd0f40cfc375c9a99,5.551115123125783e-17,9.71445146547012e-17,5.329070518200751e-15,1.1191048088221578e-13
S_00__snr_10__noise_505,S_00,S_00,10,505,2158,468ceab8b827fd18033d999ca7f1ddd04548469ccc7fc2bd33f352d264901b17,468ceab8b827fd18033d999ca7f1ddd04548469ccc7fc2bd33f352d264901b17,True,a8d302b6d0b6e62b539ce05c00e740ac2d1450844afe3f861adb2ac5780bd70c,9e79af8cba0049d73d4f0c1085a5bebc0bf7e147a2da8180a78db483305ff608,5.551115123125783e-17,9.71445146547012e-17,5.329070518200751e-15,1.474376176702208e-13
S_01__snr_10__noise_505,S_01,S_01,10,505,2158,2d7b7ba68cae4eb9381eed213e99f6bc440fb88ec2e0858473e20608d82942e2,2d7b7ba68cae4eb9381eed213e99f6bc440fb88ec2e0858473e20608d82942e2,True,a8d302b6d0b6e62b539ce05c00e740ac2d1450844afe3f861adb2ac5780bd70c,9e79af8cba0049d73d4f0c1085a5bebc0bf7e147a2da8180a78db483305ff608,5.551115123125783e-17,9.71445146547012e-17,5.329070518200751e-15,1.0480505352461478e-13
S_02__snr_10__noise_505,S_02,S_02,10,505,2158,be8363f604ea449b6309f62210e4ccce7ec50b09759217cb92656c1da2f7fa67,be8363f604ea449b6309f62210e4ccce7ec50b09759217cb92656c1da2f7fa67,True,a8d302b6d0b6e62b539ce05c00e740ac2d1450844afe3f861adb2ac5780bd70c,9e79af8cba0049d73d4f0c1085a5bebc0bf7e147a2da8180a78db483305ff608,8.326672684688674e-17,9.71445146547012e-17,5.329070518200751e-15,9.769962616701378e-14
S_03__snr_10__noise_505,S_03,S_03,10,505,2158,21602520e47236660b1619ee76d57bfec85f6811d666e9fbf3251cb4a37a2082,21602520e47236660b1619ee76d57bfec85f6811d666e9fbf3251cb4a37a2082,True,a8d302b6d0b6e62b539ce05c00e740ac2d1450844afe3f861adb2ac5780bd70c,9e79af8cba0049d73d4f0c1085a5bebc0bf7e147a2da8180a78db483305ff608,0.0,9.71445146547012e-17,5.329070518200751e-15,1.8829382497642655e-13
S_04__snr_10__noise_505,S_04,S_04,10,505,2158,8a8f492cbe9005e973b70fc019b68f3372c88f48fe496fba223cff1d44fe6b0c,8a8f492cbe9005e973b70fc019b68f3372c88f48fe496fba223cff1d44fe6b0c,True,a8d302b6d0b6e62b539ce05c00e740ac2d1450844afe3f861adb2ac5780bd70c,9e79af8cba0049d73d4f0c1085a5bebc0bf7e147a2da8180a78db483305ff608,5.551115123125783e-17,9.71445146547012e-17,5.329070518200751e-15,1.652011860642233e-13
